Supplier,Supplier Code,Section,Season,Supp.Art.Code,Article Code,Article Name,Color Name,Color Code,Treatment Name,Treatment Code,Composition,Weave,Stretch,Construction,Weight GSM,Width CM,Dye Type,Care Label,Barcode/QR,Base Price EUR,Color Hex,Image URL,,Image
TAN TEKSTIL,DOS-0006,CHARME AW,AW 26-27,OXNARD 22/2,630-2200,CRISTA,BEIGE-TWILL,V1,DELOOR,3R201,77% CO 23% LYC,TWILL,RIGID,,200,145,,,,6.5,,,,
TAN TEKSTIL,DOS-0006,CHARME AW,AW 26-27,DARCY N 4/3,630-2340,CLERMONT,MULTI-COL-PLAID,V1,DELOOR,3R201,65% CO 35% PES,TWILL,RIGID,,130,150,,,,4.5,,,,
TAN TEKSTIL,DOS-0006,OVERDOSE,SS25,SPENCER 1/6,630-1500,POPPY,PARLIAMENT,NM650,VELOX,VX503,65% CO 28% PA 7% EA,PLAIN,WEFT,,106,130,,,,6.6,,,,
TAN TEKSTIL,DOS-0006,OVERDOSE,SS25,SPENCER 1/5,630-1500,POPPY,PUDDING,CM780,VELOX,VX503,65% CO 28% PA 7% EA,PLAIN,WEFT,,106,130,,,,6.6,,,,
TAN TEKSTIL,DOS-0006,OVERDOSE,SS25,SPENCER 1/2,630-1500,POPPY,BEIGE,BD520,VELOX,VX503,65% CO 28% PA 7% EA,PLAIN,WEFT,,106,130,,,,6.6,,,,
TAN TEKSTIL,DOS-0006,OVERDOSE,SS25,SPENCER 1/2,630-1500,POPPY,OPTIC-WHITE,AX001,VELOX,VX503,65% CO 28% PA 7% EA,PLAIN,WEFT,,106,130,,,,6.6,,,,
TAN TEKSTIL,DOS-0006,MUSTANG AW,AW 26-27,CANET 1/2,630-1450,PEONY,MOCHA,CM800,MAR-LEN,TX84,63% CO 26% PA 11% EA,PLAIN,WEFT,,105,150,,,,6.9,,,,
TAN TEKSTIL,DOS-0006,MUSTANG AW,AW 26-27,CANET 1/1,630-1450,PEONY,BEIGE,BL513,MAR-LEN,TX84,63% CO 26% PA 11% EA,PLAIN,WEFT,,105,150,,,,6.9,,,,
SUZER TEKSTIL,DOS-0001,OVERDOSE,SS25,1221752,122-1752,JANICE,ICEBERG,QM300,VELOX,VX503,95% CO 5% EA,SATEEN,WEFT,60/1*40/1,200,147,,,,5.55,,,,
SUZER TEKSTIL,DOS-0001,CHARME SS,SS25,1221752,122-1752,JANICE,,DM450,,,95% CO 5% EA,SATEEN,WEFT,60/1*40/1,200,147,,,,5.2,,,,
TAN TEKSTIL,DOS-0006,OVERDOSE,AW 26-27,18028 SUMON / V5 BEIGE,590-1805,PUERTORICO,SEMOLA,EM195,HYPERLUX,HYP500,55% CO 40% PA 5% EA,TWILL,WARP,,230,145,,,,,,,,
TAN TEKSTIL,DOS-0006,OVERDOSE,AW 26-27,18028 SUMON / V3 BORDO,590-1805,PUERTORICO,PAPRIKA,RM410,HYPERLUX,HYP500,55% CO 40% PA 5% EA,TWILL,WARP,,230,145,,,,,,,,
TAN TEKSTIL,DOS-0006,OVERDOSE,AW 26-27,18028 SUMON / V6 BLACK,590-1805,PUERTORICO,BLACK,XM001,HYPERLUX,HYP500,55% CO 40% PA 5% EA,TWILL,WARP,,230,145,,,,,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG AW,AW 26-27,1381824,138-1824,PORTUS,NEFT,ND845,,,94% CO 6% EA,TWILL,BI-STR,,320,142,,,,,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG AW,AW 26-27,1375024,137-5024,TENNESSEE,MARRON,DM900,DELOOR,3R201,58% CO 39% TEN 3% EA,TWILL,WEFT,,255,149,PD,,,4.5,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG AW,AW 26-27,1375024,137-5024,TENNESSEE,MARRON,DM900,GARMENT-DYE,G-DYE,58% CO 39% TEN 3% EA,TWILL,WEFT,,255,149,GD,,,4.5,,,,
SUZER TEKSTIL,DOS-0001,CHARME AW,AW 26-27,1374939,137-4939,PRAGUE,TANGERIN,DM780,HARDY,X1200,93% CO 7% EA,FANCY,BI-STR,,241,149,,,,,,,,
SUZER TEKSTIL,DOS-0001,CHARME AW,AW 26-27,1374939,137-4939,PRAGUE,BLACK,XM001,HARDY,X1200,93% CO 7% EA,FANCY,BI-STR,,241,149,,,,,,,,
SUZER TEKSTIL,DOS-0001,CHARME AW,AW 26-27,1374939,137-4939,PRAGUE,DAMASCUS,BD550,HARDY,X1200,93% CO 7% EA,FANCY,BI-STR,,241,149,,,,,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG AW,AW 26-27,1365845 / 9276 COLIN,136-5845,MOLIN,MILITARY,HD465,MAR-LEN,TX84,82% CO 16% VIS 2% EA,TWILL,WEFT,,240,152,PD,,,4.7,,,,
ARASAN TEKSTIL,DOS-0012,OVERDOSE,AW 26-27,ARASAN JAC,590-5050,DORIA,BLACK,XM001,MAR-LEN,TX84,60% CO 38%VIS 2% EA,JACQUARD,WEFT,,190,140,,,,,,,,
ARASAN TEKSTIL,,OVERDOSE,SS25,SORBE,590-5150,DESTINA,SABBIA,BM450,MAR-LEN,TX84,64% VIS 34% PES 2% EA,JACQUARD,WEFT,,175,130,,,,,,,,
ARASAN TEKSTIL,,OVERDOSE,SS25,SORBE,590-5155,DESTINA,SABBIA,BM450,MAR-LEN,TX84,64% VIS 34% PES 2% EA,JACQUARD,WEFT,,175,130,,,,,,,,
SUZER TEKSTIL,DOS-0001,CHARME AW,AW 26-27,1378018,137-8018,DONATELLA,NAVY,V1,MAR-LEN,TX84,54% CO 28% PES 16%T400 2% EA,FANCY,WEFT,,270,140,,,,,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG AW,AW 26-27,1109334,110-9334,MIKA,DENIM,NM600,DELOOR,3R201,97% CO 3% EA,TWILL,WEFT,,200,160,,,,,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,944930,234-6533,MACAN,OLIVA,HM600,DELOOR,3R201,96% CO 4% EA,TWILL,WEFT,24/1 - 24/1,240,140,,,,4.05,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG AW,AW 26-27,944930,234-6533,MACAN,DENIM,V3,GARMENT-DYE,G-DYE,96% CO 4% EA,TWILL,WEFT,24/1 - 24/1,240,140,,,,4.05,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,1221029,122-1029,MACAO WR,SABBIA,BM450,WR,CR008,100% CO,TWILL,RIGID,20/1*20/1,270,158,,,,4.40,,,Article DetailsArticle Code122-1029Article NameMACAO WRColor CodeBM450Color NameSABBIATreatment CodeCR008Treatment NameWRSectionMUSTANG SSSeasonSS25Fabric SpecificationsComposition100% COWeaveTWILLStretchRIGIDConstruction20/1*20/1Weight GSM270Width CM158Dye TypeColor HexCare InstructionsCare LabelSupplier InformationSupplierSUZER TEKSTILSupplier CodeDOS-0001Supp.Art.Code1221029Base Price EUR4.40HistoryMedia & IdentificationQR CodeArticle ImageNo image,
SUZER TEKSTIL,DOS-0001,MUSTANG AW,AW 26-27,3161-KAREN,330-1076,MACBETH,BLACK,VX001,GARMENT-DYE,G-DYE,98% CO 2%EA,TWILL,WEFT,16/1-12/1,270,150,,,,3.45,,,,
SUZER TEKSTIL,DOS-0001,CHARME SS,SS25,1221752,122-1752,JANICE,ICE STEEL,TL152,MAEX,MX501,95% CO 5% EA,SATEEN,WEFT,60/1*40/1,200,147,,,,5.45,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,123-9839,123-9839,MAILAND,,VL182,HYBRID,X900,100% CO,PLAIN,RIGID,40/1 - 100/2,154,148,,,,5.3,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,123-9839,123-9839,MAILAND,,ML58,HYBRID,X900,100% CO,PLAIN,RIGID,40/1 - 100/2,154,148,,,,5.3,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,1236729,123-6729,MANILA,,,,,100% CO,TWILL,RIGID,40/2 - 20/1,270,150,,,,4.9,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,1226244,122-6244,MARC,HUMUS,EM100,HYBRID,X900,95% CO 5% EA,PLAIN,WEFT,60/1 - 60/1,120,150,,,,4.35,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,1226244,122-6244,MARC,LIMONATA,SM300,HYBRID,X900,95% CO 5% EA,PLAIN,WEFT,,120,150,PD,,,4.35,#FCFFD1,—,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,1347940,134-7940,MIRIAM,VANILLA  ,,MAEX,MX501,96% CO 4% EA,TWILL,WEFT,80/1-60/1,120,150,,,,5.5,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,353235,353235,MARCEL,APEROL,OM390,MOLLIER,THX08,100% CO,PLAIN,RIGID,40/1 - 40/1,140,158,PD,,,4.25,#E67F27,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,353235,353235,MARCEL,JUNGLE,GM452,MAEX,MX501,100% CO,PLAIN,RIGID,40/1 - 40/1,140,158,PD,30 / bleach_no / tumble_no / iron_low / dry_F,,4.25,#587D33,—,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,353235,353235,MARCEL,FOAM,BM150,MOLLIER,THX08,100% CO,PLAIN,RIGID,40/1 - 40/1,140,158,PD,,,4.25,#FFF9D4,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,353235,353235,MARCEL,CASHMERE,EM180,MOLLIER,THX08,100% CO,PLAIN,RIGID,40/1 - 40/1,140,158,PD,,,4.25,#F0D392,—,,
SUZER TEKSTIL,DOS-0001,CHARME SS,SS25,1336435,133-6435,MARCEL,L.BLUE-RED-BO.STRP,V1,DELOOR,3R201,100% CO,PLAIN,RIGID,40/1 - 40/1,140,158,,,,,,,,
SUZER TEKSTIL,DOS-0001,CHARME SS,SS25,1336498,133-6498,MARCEL,BROWN-ORANGE-BO.STRP,V1,DELOOR,3R201,100% CO,PLAIN,RIGID,40/1 - 40/1,140,155,,,,,,,,
SUZER TEKSTIL,DOS-0001,CHARME SS,SS25,POYRAZ 91035,330-2340,MARCEL,PRINCE-DE-GAULE,V1,HYBRID,X900,100% CO,PLAIN,RIGID,40/1 - 40/1,140,150,,,,5.25,,—,,
SUZER TEKSTIL,DOS-0001,CHARME SS,SS25,POYRAZ 91036,330-2345,MARCEL,PETIT-CHECK,V1,HYBRID,X900,100% CO,PLAIN,RIGID,40/1 - 40/1,140,150,,,,5.25,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,353235,353235,MARCEL,SCARLET,MR400,HYBRID,X900,100% CO,PLAIN,RIGID,40/1 - 40/1,140,150,,,,3.75,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG AW,AW 26-27,353235,353235,MARCEL-DLR,DEEP BLACK,XX001,DELOOR,3R201,100% CO,PLAIN,RIGID,40/1 - 40/1,140,150,,,,3.85,,,,
SUZER TEKSTIL,DOS-0001,MUSTANG AW,AW 26-27,353235,353235,MARCEL-DLR,FOREST,GM652,DELOOR,3R201,100% CO,PLAIN,RIGID,40/1 - 40/1,140,150,PD,,,3.85,#0A4214,,,
SUZER TEKSTIL,DOS-0001,MUSTANG SS,SS25,353235,353235,MARCEL-GDYE,CANDY-COTTON,PM220,GARMENT-DYE,G-DYE,100% CO,PLAIN,RIGID,40/1 - 40/1,140,150,,,,3.75,,,,
SUZER TEKSTIL,DOS-0001,CHARME SS,SS25,353235,353235,MARCEL-PRT,JUNGLE,BD-1345,HYBRID,X900,100% CO,PLAIN,RIGID,40/1 - 40/1,140,150,,,,5.3,,,,
SUZER TEKSTIL,DOS-0001,CHARME SS,SS25,353235,353235,MARCEL-PRT,JUNGLE-W.CHECK,BD-1350,HYBRID,X900,100% CO,PLAIN,RIGID,40/1 - 40/1,140,150,,,,5.3,,,,
